date,rank,team,points
20 February 2020,206,Sri Lanka,853
20 February 2020,207,US Virgin Islands,844
20 February 2020,208,British Virgin Islands,842
20 February 2020,209,San Marino,824
20 February 2020,210,Anguilla,821
09 April 2020,1,Belgium,1765
09 April 2020,2,France,1733
09 April 2020,3,Brazil,1712
09 April 2020,4,England,1661
09 April 2020,5,Uruguay,1645
09 April 2020,6,Croatia,1642
09 April 2020,7,Portugal,1639
09 April 2020,8,Spain,1636
09 April 2020,9,Argentina,1623
09 April 2020,10,Colombia,1622
09 April 2020,11,Mexico,1621
09 April 2020,12,Switzerland,1608
09 April 2020,13,Italy,1607
09 April 2020,14,Netherlands,1604
09 April 2020,15,Germany,1602
09 April 2020,16,Denmark,1598
09 April 2020,17,Chile,1579
09 April 2020,17,Sweden,1579
09 April 2020,19,Poland,1559
09 April 2020,20,Senegal,1555
09 April 2020,21,Peru,1544
09 April 2020,22,USA,1542
09 April 2020,23,Wales,1540
09 April 2020,24,Ukraine,1537
09 April 2020,25,Venezuela,1517
09 April 2020,26,Austria,1507
09 April 2020,27,Tunisia,1506
09 April 2020,28,Japan,1500
09 April 2020,29,Turkey,1494
09 April 2020,29,Serbia,1494
09 April 2020,31,Nigeria,1493
09 April 2020,32,Slovakia,1490
09 April 2020,33,IR Iran,1489
09 April 2020,34,Republic of Ireland,1486
09 April 2020,35,Algeria,1482
09 April 2020,36,Northern Ireland,1476
09 April 2020,37,Romania,1475
09 April 2020,38,Russia,1470
09 April 2020,39,Iceland,1465
09 April 2020,40,Korea Republic,1464
09 April 2020,41,Paraguay,1461
09 April 2020,42,Australia,1457
09 April 2020,43,Morocco,1456
09 April 2020,44,Norway,1451
09 April 2020,45,Czech Republic,1446
09 April 2020,46,Costa Rica,1439
09 April 2020,46,Ghana,1439
09 April 2020,48,Jamaica,1438
09 April 2020,49,Bosnia and Herzegovina,1430
09 April 2020,50,Scotland,1422
09 April 2020,51,Egypt,1420
09 April 2020,52,Hungary,1416
09 April 2020,53,Cameroon,1413
09 April 2020,54,Greece,1409
09 April 2020,55,Qatar,1396
09 April 2020,56,Mali,1389
09 April 2020,56,Congo DR,1389
09 April 2020,58,Finland,1386
09 April 2020,59,Burkina Faso,1381
09 April 2020,59,Bulgaria,1381
09 April 2020,61,Côte d'Ivoire,1378
09 April 2020,62,Honduras,1377
09 April 2020,63,Ecuador,1368
09 April 2020,64,Slovenia,1365
09 April 2020,64,Montenegro,1365
09 April 2020,66,Albania,1356
09 April 2020,67,Saudi Arabia,1351
09 April 2020,68,North Macedonia,1347
09 April 2020,69,El Salvador,1346
09 April 2020,70,Iraq,1344
09 April 2020,71,United Arab Emirates,1334
09 April 2020,71,South Africa,1334
09 April 2020,73,Canada,1332
09 April 2020,74,Guinea,1328
09 April 2020,75,Bolivia,1324
09 April 2020,76,China PR,1323
09 April 2020,77,Uganda,1321
09 April 2020,78,Cabo Verde,1318
09 April 2020,79,Syria,1314
09 April 2020,80,Curaçao,1313
09 April 2020,81,Panama,1305
09 April 2020,82,Oman,1303
09 April 2020,83,Gabon,1297
09 April 2020,84,Benin,1295
09 April 2020,85,Uzbekistan,1286
09 April 2020,86,Haiti,1285
09 April 2020,87,Belarus,1283
09 April 2020,88,Zambia,1279
09 April 2020,89,Congo,1269
09 April 2020,89,Lebanon,1269
09 April 2020,91,Madagascar,1267
09 April 2020,91,Georgia,1267
09 April 2020,93,Israel,1260
09 April 2020,94,Vietnam,1258
09 April 2020,95,Cyprus,1251
09 April 2020,96,Kyrgyz Republic,1240
09 April 2020,97,Jordan,1238
09 April 2020,98,Luxembourg,1236
09 April 2020,99,Bahrain,1225
09 April 2020,100,Mauritania,1223
09 April 2020,101,Libya,1215
09 April 2020,102,Armenia,1213
09 April 2020,103,Palestine,1204
09 April 2020,104,Estonia,1202
09 April 2020,105,Trinidad and Tobago,1201
09 April 2020,106,Mozambique,1200
09 April 2020,107,Kenya,1199
09 April 2020,108,India,1187
09 April 2020,109,Central African Republic,1184
09 April 2020,110,Faroe Islands,1181
09 April 2020,111,Zimbabwe,1180
09 April 2020,112,Niger,1179
09 April 2020,113,Thailand,1178
09 April 2020,114,Azerbaijan,1177
09 April 2020,115,Kosovo,1174
09 April 2020,116,Korea DPR,1170
09 April 2020,117,Namibia,1160
09 April 2020,118,Kazakhstan,1155
09 April 2020,118,Sierra Leone,1155
09 April 2020,118,Guinea-Bissau,1155
09 April 2020,121,Tajikistan,1152
09 April 2020,122,New Zealand,1149
09 April 2020,123,Malawi,1141
09 April 2020,124,Philippines,1136
09 April 2020,124,Angola,1136
09 April 2020,126,Antigua and Barbuda,1127
09 April 2020,126,Togo,1127
09 April 2020,128,Sudan,1112
09 April 2020,129,Turkmenistan,1107
09 April 2020,130,Guatemala,1104
09 April 2020,131,Lithuania,1089
09 April 2020,131,Rwanda,1089
09 April 2020,133,Comoros,1088
09 April 2020,134,Tanzania,1086
09 April 2020,135,Andorra,1082
09 April 2020,136,Myanmar,1081
09 April 2020,137,Latvia,1079
09 April 2020,138,Chinese Taipei,1078
09 April 2020,139,Lesotho,1074
09 April 2020,139,St. Kitts and Nevis,1074
09 April 2020,141,Suriname,1073
09 April 2020,141,Solomon Islands,1073
09 April 2020,143,Hong Kong,1072
09 April 2020,144,Yemen,1071
09 April 2020,145,Equatorial Guinea,1066
09 April 2020,146,Ethiopia,1061
09 April 2020,147,Kuwait,1060
09 April 2020,148,Botswana,1055
09 April 2020,149,Afghanistan,1052
09 April 2020,149,Burundi,1052
09 April 2020,151,Nicaragua,1051
09 April 2020,152,Liberia,1047
09 April 2020,153,Eswatini,1042
09 April 2020,154,Malaysia,1040
09 April 2020,155,Maldives,1038
09 April 2020,156,New Caledonia,1035
09 April 2020,157,Singapore,1020
09 April 2020,158,Dominican Republic,1019
09 April 2020,159,Gambia,1015
09 April 2020,159,Grenada,1015
09 April 2020,161,Tahiti,1014
09 April 2020,162,Barbados,1009
09 April 2020,163,Fiji,996
09 April 2020,163,Vanuatu,996
09 April 2020,165,Papua New Guinea,991
09 April 2020,166,Guyana,988
09 April 2020,167,St. Vincent and the Grenadines,986
09 April 2020,168,South Sudan,983
09 April 2020,168,Bermuda,983
09 April 2020,170,Nepal,974
09 April 2020,170,Belize,974
09 April 2020,172,Mauritius,965
09 April 2020,173,Indonesia,964
09 April 2020,173,Cambodia,964
09 April 2020,175,Moldova,959
09 April 2020,176,St. Lucia,953
09 April 2020,177,Chad,943
09 April 2020,178,Puerto Rico,941
09 April 2020,179,Cuba,936
09 April 2020,180,Liechtenstein,926
09 April 2020,181,São Tomé and Príncipe,923
09 April 2020,182,Macau,922
09 April 2020,183,Montserrat,921
09 April 2020,184,Malta,919
09 April 2020,184,Djibouti,919
09 April 2020,184,Dominica,919
09 April 2020,187,Bangladesh,914
09 April 2020,188,Laos,912
09 April 2020,189,Bhutan,911
09 April 2020,190,Mongolia,906
09 April 2020,191,Brunei Darussalam,904
09 April 2020,192,American Samoa,900
09 April 2020,193,Cayman Islands,897
09 April 2020,194,Samoa,894
09 April 2020,195,Bahamas,880
09 April 2020,196,Timor-Leste,879
09 April 2020,196,Gibraltar,879
09 April 2020,196,Somalia,879
09 April 2020,199,Guam,873
09 April 2020,200,Aruba,867
09 April 2020,200,Pakistan,867
09 April 2020,202,Seychelles,866
09 April 2020,203,Tonga,862
09 April 2020,203,Turks and Caicos Islands,862
09 April 2020,205,Eritrea,856
09 April 2020,206,Sri Lanka,853
09 April 2020,207,US Virgin Islands,844
09 April 2020,208,British Virgin Islands,842
09 April 2020,209,San Marino,824
09 April 2020,210,Anguilla,821
11 June 2020,1,Belgium,1765
11 June 2020,2,France,1733
11 June 2020,3,Brazil,1712
11 June 2020,4,England,1661
11 June 2020,5,Uruguay,1645
11 June 2020,6,Croatia,1642
11 June 2020,7,Portugal,1639
11 June 2020,8,Spain,1636
11 June 2020,9,Argentina,1623
11 June 2020,10,Colombia,1622
11 June 2020,11,Mexico,1621
11 June 2020,12,Switzerland,1608
11 June 2020,13,Italy,1607
11 June 2020,14,Netherlands,1604
11 June 2020,15,Germany,1602
11 June 2020,16,Denmark,1598
11 June 2020,17,Chile,1579
11 June 2020,17,Sweden,1579
11 June 2020,19,Poland,1559
11 June 2020,20,Senegal,1555
11 June 2020,21,Peru,1544
11 June 2020,22,USA,1542
11 June 2020,23,Wales,1540
11 June 2020,24,Ukraine,1537
11 June 2020,25,Venezuela,1517
11 June 2020,26,Austria,1507
11 June 2020,27,Tunisia,1506
11 June 2020,28,Japan,1500
11 June 2020,29,Turkey,1494
11 June 2020,29,Serbia,1494
11 June 2020,31,Nigeria,1493
11 June 2020,32,Slovakia,1490
11 June 2020,33,IR Iran,1489
11 June 2020,34,Republic of Ireland,1486
11 June 2020,35,Algeria,1482
11 June 2020,36,Northern Ireland,1476
11 June 2020,37,Romania,1475
11 June 2020,38,Russia,1470
11 June 2020,39,Iceland,1465
11 June 2020,40,Korea Republic,1464
11 June 2020,41,Paraguay,1461
11 June 2020,42,Australia,1457
11 June 2020,43,Morocco,1456
11 June 2020,44,Norway,1451
11 June 2020,45,Czech Republic,1446
11 June 2020,46,Costa Rica,1439
11 June 2020,46,Ghana,1439
11 June 2020,48,Jamaica,1438
11 June 2020,49,Bosnia and Herzegovina,1430
11 June 2020,50,Scotland,1422
11 June 2020,51,Egypt,1420
11 June 2020,52,Hungary,1416
11 June 2020,53,Cameroon,1413
11 June 2020,54,Greece,1409
11 June 2020,55,Qatar,1396
11 June 2020,56,Mali,1389
11 June 2020,56,Congo DR,1389
11 June 2020,58,Finland,1386
11 June 2020,59,Bulgaria,1381
11 June 2020,59,Burkina Faso,1381
11 June 2020,61,Côte d'Ivoire,1378
11 June 2020,62,Honduras,1377
11 June 2020,63,Ecuador,1368
11 June 2020,64,Montenegro,1365
11 June 2020,64,Slovenia,1365
11 June 2020,66,Albania,1356
11 June 2020,67,Saudi Arabia,1351
11 June 2020,68,North Macedonia,1347
11 June 2020,69,El Salvador,1346
11 June 2020,70,Iraq,1344
11 June 2020,71,United Arab Emirates,1334
11 June 2020,71,South Africa,1334
11 June 2020,73,Canada,1332
11 June 2020,74,Guinea,1328
11 June 2020,75,Bolivia,1324
11 June 2020,76,China PR,1323
11 June 2020,77,Uganda,1321
11 June 2020,78,Cabo Verde,1318
11 June 2020,79,Syria,1314
11 June 2020,80,Curaçao,1313
11 June 2020,81,Panama,1305
11 June 2020,82,Oman,1303
11 June 2020,83,Gabon,1297
11 June 2020,84,Benin,1295
11 June 2020,85,Uzbekistan,1286
11 June 2020,86,Haiti,1285
11 June 2020,87,Belarus,1283
11 June 2020,88,Zambia,1279
11 June 2020,89,Congo,1269
11 June 2020,89,Lebanon,1269
11 June 2020,91,Madagascar,1267
11 June 2020,91,Georgia,1267
11 June 2020,93,Israel,1260
11 June 2020,94,Vietnam,1258
11 June 2020,95,Cyprus,1251
11 June 2020,96,Kyrgyz Republic,1240
11 June 2020,97,Jordan,1238
11 June 2020,98,Luxembourg,1236
11 June 2020,99,Bahrain,1225
11 June 2020,100,Mauritania,1223
11 June 2020,101,Libya,1215
11 June 2020,102,Armenia,1213
11 June 2020,103,Palestine,1204
11 June 2020,104,Estonia,1202
11 June 2020,105,Trinidad and Tobago,1201
11 June 2020,106,Mozambique,1200
11 June 2020,107,Kenya,1199
11 June 2020,108,India,1187
11 June 2020,109,Central African Republic,1184
11 June 2020,110,Faroe Islands,1181
11 June 2020,111,Zimbabwe,1180
11 June 2020,112,Niger,1179
11 June 2020,113,Thailand,1178
11 June 2020,114,Azerbaijan,1177
11 June 2020,115,Kosovo,1174
11 June 2020,116,Korea DPR,1170
11 June 2020,117,Namibia,1160
11 June 2020,118,Kazakhstan,1155
11 June 2020,118,Sierra Leone,1155
11 June 2020,118,Guinea-Bissau,1155
11 June 2020,121,Tajikistan,1152
11 June 2020,122,New Zealand,1149
11 June 2020,123,Malawi,1141
11 June 2020,124,Philippines,1136
11 June 2020,124,Angola,1136
11 June 2020,126,Antigua and Barbuda,1127
11 June 2020,126,Togo,1127
11 June 2020,128,Sudan,1112
11 June 2020,129,Turkmenistan,1107
11 June 2020,130,Guatemala,1104
11 June 2020,131,Rwanda,1089
11 June 2020,131,Lithuania,1089
11 June 2020,133,Comoros,1088
11 June 2020,134,Tanzania,1086
11 June 2020,135,Andorra,1082
11 June 2020,136,Myanmar,1081
11 June 2020,137,Latvia,1079
11 June 2020,138,Chinese Taipei,1078
11 June 2020,139,Lesotho,1074
11 June 2020,139,St. Kitts and Nevis,1074
11 June 2020,141,Solomon Islands,1073
11 June 2020,141,Suriname,1073
11 June 2020,143,Hong Kong,1072
11 June 2020,144,Yemen,1071
11 June 2020,145,Equatorial Guinea,1066
11 June 2020,146,Ethiopia,1061
11 June 2020,147,Kuwait,1060
11 June 2020,148,Botswana,1055
11 June 2020,149,Afghanistan,1052
11 June 2020,149,Burundi,1052
11 June 2020,151,Nicaragua,1051
11 June 2020,152,Liberia,1047
11 June 2020,153,Eswatini,1042
11 June 2020,154,Malaysia,1040
11 June 2020,155,Maldives,1038
11 June 2020,156,New Caledonia,1035
11 June 2020,157,Singapore,1020
11 June 2020,158,Dominican Republic,1019
11 June 2020,159,Gambia,1015
11 June 2020,159,Grenada,1015
11 June 2020,161,Tahiti,1014
11 June 2020,162,Barbados,1009
11 June 2020,163,Fiji,996
11 June 2020,163,Vanuatu,996
11 June 2020,165,Papua New Guinea,991
11 June 2020,166,Guyana,988
11 June 2020,167,St. Vincent and the Grenadines,986
11 June 2020,168,Bermuda,983
11 June 2020,168,South Sudan,983
11 June 2020,170,Nepal,974
11 June 2020,170,Belize,974
11 June 2020,172,Mauritius,965
11 June 2020,173,Indonesia,964
11 June 2020,173,Cambodia,964
11 June 2020,175,Moldova,959
11 June 2020,176,St. Lucia,953
11 June 2020,177,Chad,943
11 June 2020,178,Puerto Rico,941
11 June 2020,179,Cuba,936
11 June 2020,180,Liechtenstein,926
11 June 2020,181,São Tomé and Príncipe,923
11 June 2020,182,Macau,922
11 June 2020,183,Montserrat,921
11 June 2020,184,Malta,919
11 June 2020,184,Djibouti,919
11 June 2020,184,Dominica,919
11 June 2020,187,Bangladesh,914
11 June 2020,188,Laos,912
11 June 2020,189,Bhutan,911
11 June 2020,190,Mongolia,906
11 June 2020,191,Brunei Darussalam,904
11 June 2020,192,American Samoa,900
11 June 2020,193,Cayman Islands,897
11 June 2020,194,Samoa,894
11 June 2020,195,Bahamas,880
11 June 2020,196,Gibraltar,879
11 June 2020,196,Somalia,879
11 June 2020,196,Timor-Leste,879
11 June 2020,199,Guam,873
11 June 2020,200,Pakistan,867
11 June 2020,200,Aruba,867
11 June 2020,202,Seychelles,866
11 June 2020,203,Tonga,862
11 June 2020,203,Turks and Caicos Islands,862
11 June 2020,205,Eritrea,856
11 June 2020,206,Sri Lanka,853
11 June 2020,207,US Virgin Islands,844
11 June 2020,208,British Virgin Islands,842
11 June 2020,209,San Marino,824
11 June 2020,210,Anguilla,821
16 July 2020,1,Belgium,1765
16 July 2020,2,France,1733
16 July 2020,3,Brazil,1712
16 July 2020,4,England,1661
16 July 2020,5,Uruguay,1645
16 July 2020,6,Croatia,1642
16 July 2020,7,Portugal,1639
16 July 2020,8,Spain,1636
16 July 2020,9,Argentina,1623
16 July 2020,10,Colombia,1622
16 July 2020,11,Mexico,1621
16 July 2020,12,Switzerland,1608
16 July 2020,13,Italy,1607
16 July 2020,14,Netherlands,1604
16 July 2020,15,Germany,1602
16 July 2020,16,Denmark,1598
16 July 2020,17,Chile,1579
16 July 2020,17,Sweden,1579
16 July 2020,19,Poland,1559
16 July 2020,20,Senegal,1555
16 July 2020,21,Peru,1544
16 July 2020,22,USA,1542
16 July 2020,23,Wales,1540
16 July 2020,24,Ukraine,1537
16 July 2020,25,Venezuela,1517
16 July 2020,26,Austria,1507
16 July 2020,27,Tunisia,1506
16 July 2020,28,Japan,1500
16 July 2020,29,Turkey,1494
16 July 2020,29,Serbia,1494
16 July 2020,31,Nigeria,1493
16 July 2020,32,Slovakia,1490
16 July 2020,33,IR Iran,1489
16 July 2020,34,Republic of Ireland,1486
16 July 2020,35,Algeria,1482
16 July 2020,36,Northern Ireland,1476
16 July 2020,37,Romania,1475
16 July 2020,38,Russia,1470
16 July 2020,39,Iceland,1465
16 July 2020,40,Korea Republic,1464
16 July 2020,41,Paraguay,1461
16 July 2020,42,Australia,1457
16 July 2020,43,Morocco,1456
16 July 2020,44,Norway,1451
16 July 2020,45,Czech Republic,1446
16 July 2020,46,Costa Rica,1439
16 July 2020,46,Ghana,1439
16 July 2020,48,Jamaica,1438
16 July 2020,49,Bosnia and Herzegovina,1430
16 July 2020,50,Scotland,1422
16 July 2020,51,Egypt,1420
16 July 2020,52,Hungary,1416
16 July 2020,53,Cameroon,1413
16 July 2020,54,Greece,1409
16 July 2020,55,Qatar,1396
16 July 2020,56,Mali,1389
16 July 2020,56,Congo DR,1389
16 July 2020,58,Finland,1386
16 July 2020,59,Burkina Faso,1381
16 July 2020,59,Bulgaria,1381
16 July 2020,61,Côte d'Ivoire,1378
16 July 2020,62,Honduras,1377
16 July 2020,63,Ecuador,1368
16 July 2020,64,Montenegro,1365
16 July 2020,64,Slovenia,1365
16 July 2020,66,Albania,1356
16 July 2020,67,Saudi Arabia,1351
16 July 2020,68,North Macedonia,1347
16 July 2020,69,El Salvador,1346
16 July 2020,70,Iraq,1344
16 July 2020,71,United Arab Emirates,1334
16 July 2020,71,South Africa,1334
16 July 2020,73,Canada,1332
16 July 2020,74,Guinea,1328
16 July 2020,75,Bolivia,1324
16 July 2020,76,China PR,1323
16 July 2020,77,Uganda,1321
16 July 2020,78,Cabo Verde,1318
16 July 2020,79,Syria,1314
16 July 2020,80,Curaçao,1313
16 July 2020,81,Panama,1305
16 July 2020,82,Oman,1303
16 July 2020,83,Gabon,1297
16 July 2020,84,Benin,1295
16 July 2020,85,Uzbekistan,1286
16 July 2020,86,Haiti,1285
16 July 2020,87,Belarus,1283
16 July 2020,88,Zambia,1279
16 July 2020,89,Congo,1269
16 July 2020,89,Lebanon,1269
16 July 2020,91,Madagascar,1267
16 July 2020,91,Georgia,1267
16 July 2020,93,Israel,1260
16 July 2020,94,Vietnam,1258
16 July 2020,95,Cyprus,1251
16 July 2020,96,Kyrgyz Republic,1240
16 July 2020,97,Jordan,1238
16 July 2020,98,Luxembourg,1236
16 July 2020,99,Bahrain,1225
16 July 2020,100,Mauritania,1223
16 July 2020,101,Libya,1215
16 July 2020,102,Armenia,1213
16 July 2020,103,Palestine,1204
16 July 2020,104,Estonia,1202
16 July 2020,105,Trinidad and Tobago,1201
16 July 2020,106,Mozambique,1200
16 July 2020,107,Kenya,1199
16 July 2020,108,India,1187
16 July 2020,109,Central African Republic,1184
16 July 2020,110,Faroe Islands,1181
16 July 2020,111,Zimbabwe,1180
16 July 2020,112,Niger,1179
16 July 2020,113,Thailand,1178
16 July 2020,114,Azerbaijan,1177
16 July 2020,115,Kosovo,1174
16 July 2020,116,Korea DPR,1170
16 July 2020,117,Namibia,1160
16 July 2020,118,Kazakhstan,1155
16 July 2020,118,Sierra Leone,1155
16 July 2020,118,Guinea-Bissau,1155
16 July 2020,121,Tajikistan,1152
16 July 2020,122,New Zealand,1149
16 July 2020,123,Malawi,1141
16 July 2020,124,Philippines,1136
16 July 2020,124,Angola,1136
16 July 2020,126,Antigua and Barbuda,1127
16 July 2020,126,Togo,1127
16 July 2020,128,Sudan,1112
16 July 2020,129,Turkmenistan,1107
16 July 2020,130,Guatemala,1104
16 July 2020,131,Rwanda,1089
16 July 2020,131,Lithuania,1089
16 July 2020,133,Comoros,1088
16 July 2020,134,Tanzania,1086
16 July 2020,135,Andorra,1082
16 July 2020,136,Myanmar,1081
16 July 2020,137,Latvia,1079
16 July 2020,138,Chinese Taipei,1078
16 July 2020,139,Lesotho,1074
16 July 2020,139,St. Kitts and Nevis,1074
16 July 2020,141,Suriname,1073
16 July 2020,141,Solomon Islands,1073
16 July 2020,143,Hong Kong,1072
16 July 2020,144,Yemen,1071
16 July 2020,145,Equatorial Guinea,1066
16 July 2020,146,Ethiopia,1061
16 July 2020,147,Kuwait,1060
16 July 2020,148,Botswana,1055
16 July 2020,149,Burundi,1052
16 July 2020,149,Afghanistan,1052
16 July 2020,151,Nicaragua,1051
16 July 2020,152,Liberia,1047
16 July 2020,153,Eswatini,1042
16 July 2020,154,Malaysia,1040
16 July 2020,155,Maldives,1038
16 July 2020,156,New Caledonia,1035
16 July 2020,157,Singapore,1020
16 July 2020,158,Dominican Republic,1019
16 July 2020,159,Gambia,1015
16 July 2020,159,Grenada,1015
16 July 2020,161,Tahiti,1014
16 July 2020,162,Barbados,1009
16 July 2020,163,Fiji,996
16 July 2020,163,Vanuatu,996
16 July 2020,165,Papua New Guinea,991
16 July 2020,166,Guyana,988
16 July 2020,167,St. Vincent and the Grenadines,986
16 July 2020,168,South Sudan,983
16 July 2020,168,Bermuda,983
16 July 2020,170,Belize,974
16 July 2020,170,Nepal,974
16 July 2020,172,Mauritius,965
16 July 2020,173,Cambodia,964
16 July 2020,173,Indonesia,964
16 July 2020,175,Moldova,959
16 July 2020,176,St. Lucia,953
16 July 2020,177,Chad,943
16 July 2020,178,Puerto Rico,941
16 July 2020,179,Cuba,936
16 July 2020,180,Liechtenstein,926
16 July 2020,181,São Tomé and Príncipe,923
16 July 2020,182,Macau,922
16 July 2020,183,Montserrat,921
16 July 2020,184,Dominica,919
16 July 2020,184,Malta,919
16 July 2020,184,Djibouti,919
16 July 2020,187,Bangladesh,914
16 July 2020,188,Laos,912
16 July 2020,189,Bhutan,911
16 July 2020,190,Mongolia,906
16 July 2020,191,Brunei Darussalam,904
16 July 2020,192,American Samoa,900
16 July 2020,193,Cayman Islands,897
16 July 2020,194,Samoa,894
16 July 2020,195,Bahamas,880
16 July 2020,196,Timor-Leste,879
16 July 2020,196,Gibraltar,879
16 July 2020,196,Somalia,879
16 July 2020,199,Guam,873
16 July 2020,200,Aruba,867
16 July 2020,200,Pakistan,867
16 July 2020,202,Seychelles,866
16 July 2020,203,Tonga,862
16 July 2020,203,Turks and Caicos Islands,862
16 July 2020,205,Eritrea,856
16 July 2020,206,Sri Lanka,853
16 July 2020,207,US Virgin Islands,844
16 July 2020,208,British Virgin Islands,842
16 July 2020,209,San Marino,824
16 July 2020,210,Anguilla,821
17 September 2020,1,Belgium,1773
17 September 2020,2,France,1744
17 September 2020,3,Brazil,1712
17 September 2020,4,England,1664
17 September 2020,5,Portugal,1653
17 September 2020,6,Uruguay,1645
17 September 2020,7,Spain,1642
17 September 2020,8,Croatia,1628
17 September 2020,9,Argentina,1623
17 September 2020,10,Colombia,1622
17 September 2020,11,Mexico,1621
17 September 2020,12,Italy,1612
17 September 2020,13,Netherlands,1603
17 September 2020,14,Germany,1602
17 September 2020,15,Switzerland,1600
17 September 2020,16,Denmark,1593
17 September 2020,17,Chile,1579
17 September 2020,18,Sweden,1567
17 September 2020,19,Poland,1558
17 September 2020,20,Senegal,1555
17 September 2020,21,Wales,1550
17 September 2020,22,Peru,1544
17 September 2020,23,USA,1542
17 September 2020,24,Ukraine,1539
17 September 2020,25,Venezuela,1517
17 September 2020,26,Tunisia,1506
17 September 2020,27,Austria,1505
17 September 2020,28,Japan,1500
17 September 2020,29,Nigeria,1493
17 September 2020,30,IR Iran,1489
17 September 2020,31,Serbia,1486
17 September 2020,32,Turkey,1485
17 September 2020,32,Russia,1485
17 September 2020,34,Romania,1483
17 September 2020,35,Algeria,1482
17 September 2020,36,Slovakia,1479
17 September 2020,37,Republic of Ireland,1475
17 September 2020,38,Northern Ireland,1468
17 September 2020,39,Korea Republic,1464
17 September 2020,40,Paraguay,1461
17 September 2020,41,Australia,1457
17 September 2020,41,Iceland,1457
17 September 2020,43,Morocco,1456
17 September 2020,44,Norway,1452
17 September 2020,45,Czech Republic,1446
17 September 2020,46,Costa Rica,1439
17 September 2020,46,Ghana,1439
17 September 2020,48,Jamaica,1438
17 September 2020,49,Scotland,1428
17 September 2020,50,Bosnia and Herzegovina,1426
17 September 2020,51,Egypt,1420
17 September 2020,52,Hungary,1418
17 September 2020,53,Greece,1413
17 September 2020,53,Cameroon,1413
17 September 2020,55,Qatar,1396
17 September 2020,56,Finland,1390
17 September 2020,57,Mali,1389
17 September 2020,57,Congo DR,1389
17 September 2020,59,Burkina Faso,1381
17 September 2020,60,Côte d'Ivoire,1378
17 September 2020,60,Bulgaria,1378
17 September 2020,62,Honduras,1377
17 September 2020,63,Montenegro,1376
17 September 2020,64,Slovenia,1368
17 September 2020,64,Ecuador,1368
17 September 2020,66,Saudi Arabia,1351
17 September 2020,66,North Macedonia,1351
17 September 2020,66,Albania,1351
17 September 2020,69,El Salvador,1346
17 September 2020,70,Iraq,1344
17 September 2020,71,United Arab Emirates,1334
17 September 2020,71,South Africa,1334
17 September 2020,73,Canada,1332
17 September 2020,74,Guinea,1328
17 September 2020,75,Bolivia,1324
17 September 2020,76,China PR,1323
17 September 2020,77,Uganda,1321
17 September 2020,78,Cabo Verde,1318
17 September 2020,79,Syria,1314
17 September 2020,80,Curaçao,1313
17 September 2020,81,Panama,1305
17 September 2020,82,Oman,1303
17 September 2020,83,Gabon,1297
17 September 2020,84,Benin,1295
17 September 2020,85,Uzbekistan,1290
17 September 2020,86,Haiti,1285
17 September 2020,87,Belarus,1282
17 September 2020,88,Zambia,1279
17 September 2020,89,Georgia,1274
17 September 2020,90,Congo,1269
17 September 2020,90,Lebanon,1269
17 September 2020,92,Madagascar,1267
17 September 2020,93,Israel,1265
17 September 2020,94,Vietnam,1258
17 September 2020,95,Kyrgyz Republic,1240
17 September 2020,96,Jordan,1238
17 September 2020,97,Luxembourg,1237
17 September 2020,98,Cyprus,1236
17 September 2020,99,Bahrain,1225
17 September 2020,100,Mauritania,1223
17 September 2020,101,Armenia,1215
17 September 2020,101,Libya,1215
17 September 2020,103,Palestine,1204
17 September 2020,104,Trinidad and Tobago,1201
17 September 2020,105,Mozambique,1200
17 September 2020,106,Kenya,1199
17 September 2020,107,Faroe Islands,1191
17 September 2020,108,Estonia,1188
17 September 2020,109,India,1187
17 September 2020,110,Central African Republic,1184
17 September 2020,111,Zimbabwe,1180
17 September 2020,112,Azerbaijan,1179
17 September 2020,112,Niger,1179
17 September 2020,114,Thailand,1178
17 September 2020,115,Korea DPR,1170
17 September 2020,116,Kosovo,1167
17 September 2020,117,Namibia,1160
17 September 2020,118,Kazakhstan,1156
17 September 2020,119,Sierra Leone,1155
17 September 2020,119,Guinea-Bissau,1155
17 September 2020,121,New Zealand,1149
17 September 2020,122,Tajikistan,1148
17 September 2020,123,Malawi,1141
17 September 2020,124,Philippines,1136
17 September 2020,124,Angola,1136
17 September 2020,126,Togo,1127
17 September 2020,126,Antigua and Barbuda,1127
17 September 2020,128,Sudan,1112
17 September 2020,129,Turkmenistan,1107
17 September 2020,130,Guatemala,1104
17 September 2020,131,Lithuania,1093
17 September 2020,132,Rwanda,1089
17 September 2020,133,Comoros,1088
17 September 2020,134,Tanzania,1086
17 September 2020,135,Myanmar,1081
17 September 2020,136,Chinese Taipei,1078
17 September 2020,137,Latvia,1076
17 September 2020,137,Andorra,1076
17 September 2020,139,Lesotho,1074
17 September 2020,139,St. Kitts and Nevis,1074
17 September 2020,141,Suriname,1073
17 September 2020,141,Solomon Islands,1073
17 September 2020,143,Hong Kong,1072
17 September 2020,144,Yemen,1071
17 September 2020,145,Equatorial Guinea,1066
17 September 2020,146,Ethiopia,1061
17 September 2020,147,Kuwait,1060
17 September 2020,148,Botswana,1055
17 September 2020,149,Burundi,1052
17 September 2020,149,Afghanistan,1052
17 September 2020,151,Nicaragua,1051
17 September 2020,152,Liberia,1047
17 September 2020,153,Eswatini,1042
